164,L,W,41,-0.0883,15.1813,0.12373,0,10.5,11.9,13.4,15.2,17.2,19.5,22.1,2025-05-31 00:00:00,2025-06-01 00:00:00
165,L,W,42,-0.092,15.3486,0.12425,0,10.6,12,13.6,15.3,17.4,19.7,22.4,2025-05-31 00:00:00,2025-06-01 00:00:00
166,L,W,43,-0.0957,15.5158,0.12478,0,10.7,12.1,13.7,15.5,17.6,20,22.7,2025-05-31 00:00:00,2025-06-01 00:00:00
167,L,W,44,-0.0993,15.6828,0.12531,0,10.8,12.2,13.8,15.7,17.8,20.2,23,2025-05-31 00:00:00,2025-06-01 00:00:00
168,L,W,45,-0.1028,15.8497,0.12586,0,10.9,12.4,14,15.8,18,20.5,23.3,2025-05-31 00:00:00,2025-06-01 00:00:00
169,L,W,46,-0.1063,16.0163,0.12643,0,11,12.5,14.1,16,18.2,20.7,23.6,2025-05-31 00:00:00,2025-06-01 00:00:00
170,L,W,47,-0.1097,16.1827,0.127,0,11.1,12.6,14.3,16.2,18.4,20.9,23.9,2025-05-31 00:00:00,2025-06-01 00:00:00
171,L,W,48,-0.1131,16.3489,0.12759,0,11.2,12.7,14.4,16.3,18.6,21.2,24.2,2025-05-31 00:00:00,2025-06-01 00:00:00
172,L,W,49,-0.1165,16.515,0.12819,0,11.3,12.8,14.5,16.5,18.8,21.4,24.5,2025-05-31 00:00:00,2025-06-01 00:00:00
173,L,W,50,-0.1198,16.6811,0.1288,0,11.4,12.9,14.7,16.7,19,21.7,24.8,2025-05-31 00:00:00,2025-06-01 00:00:00
174,L,W,51,-0.123,16.8471,0.12943,0,11.5,13.1,14.8,16.8,19.2,21.9,25.1,2025-05-31 00:00:00,2025-06-01 00:00:00
175,L,W,52,-0.1262,17.0132,0.13005,0,11.6,13.2,15,17,19.4,22.2,25.4,2025-05-31 00:00:00,2025-06-01 00:00:00
176,L,W,53,-0.1294,17.1792,0.13069,0,11.7,13.3,15.1,17.2,19.6,22.4,25.7,2025-05-31 00:00:00,2025-06-01 00:00:00
177,L,W,54,-0.1325,17.3452,0.13133,0,11.8,13.4,15.2,17.3,19.8,22.7,26,2025-05-31 00:00:00,2025-06-01 00:00:00
178,L,W,55,-0.1356,17.5111,0.13197,0,11.9,13.5,15.4,17.5,20,22.9,26.3,2025-05-31 00:00:00,2025-06-01 00:00:00
179,L,W,56,-0.1387,17.6768,0.13261,0,12,13.6,15.5,17.7,20.2,23.2,26.6,2025-05-31 00:00:00,2025-06-01 00:00:00
